9e-08,1e-07,0
6e-08,6e-08,0
6e-08,9e-08,0
6e-08,1.3e-07,0
7e-08,1.8e-07,2
8e-08,2e-07,1
7e-08,2.5e-07,2
5e-08,2.8e-07,3
5e-08,3.2e-07,3
4e-08,3.5e-07,4
5e-08,4e-07,7
6e-08,4.5e-07,4
4e-08,4.4e-07,10
4e-08,5.1e-07,8
4e-08,5.5e-07,20
6e-08,6e-07,13
3e-08,6.5e-07,21
4e-08,8.1e-07,16
3e-08,8.8e-07,25
4e-08,1.01e-06,23
4e-08,1.06e-06,32
3e-08,1.04e-06,27
4e-08,1.12e-06,44
3e-08,1.31e-06,28
3e-08,1.57e-06,46
8e-08,2.07e-06,35
7e-08,1.42e-06,51
4e-08,1.31e-06,39
5e-08,8e-07,62
2e-08,6.1e-07,51
2e-08,6.4e-07,72
2e-08,6.5e-07,61
2e-08,6.7e-07,88
1e-08,7e-07,67
1e-08,7.3e-07,99
1e-08,7.4e-07,82
1e-08,7.8e-07,109
2e-08,8e-07,101
1e-08,8.9e-07,117
1e-08,8.6e-07,108
2e-08,8.6e-07,135
1e-08,8.9e-07,122
1e-08,9e-07,145
1e-08,9.3e-07,131
1e-08,9.5e-07,152
2e-08,9.6e-07,142
1e-08,1.01e-06,163
1e-08,1.02e-06,152
1e-08,1.04e-06,170
1e-08,1.07e-06,165
1e-08,1.09e-06,183
1e-08,1.11e-06,175
1e-08,1.13e-06,195
1e-08,1.17e-06,188
1e-08,1.18e-06,210
1e-08,1.2e-06,209
2e-08,1.27e-06,229
1e-08,1.27e-06,222
2e-08,1.3e-06,244
2e-08,2.91e-06,242
2e-08,2.38e-06,259
4e-08,2.13e-06,266
2e-08,2.23e-06,272
2e-08,1.86e-06,275
2e-08,1.7e-06,294
1e-08,1.32e-06,299
1e-08,1.36e-06,310
1e-08,1.38e-06,326
1e-08,1.4e-06,327
1e-08,1.4e-06,338
1e-08,1.42e-06,354
1e-08,1.45e-06,363
1e-08,1.5e-06,374
1e-08,1.51e-06,387
1e-08,1.54e-06,393
1e-08,1.57e-06,416
2e-08,1.59e-06,425
1e-08,1.61e-06,443
1e-08,1.63e-06,446
1e-08,1.66e-06,464
1e-08,1.68e-06,464
1e-08,1.69e-06,486
1e-08,1.75e-06,488
1e-08,1.76e-06,511
1e-08,1.79e-06,515
1e-08,1.79e-06,535
2e-08,1.82e-06,555
1e-08,1.85e-06,563
1e-08,1.88e-06,577
1e-08,1.91e-06,589
2e-08,1.91e-06,622
1e-08,1.96e-06,617
1e-08,1.97e-06,648
1e-08,2e-06,643
2e-08,2.03e-06,678
1e-08,2.4e-06,669
1e-08,2.07e-06,705
2e-08,2.08e-06,706
2e-08,2.14e-06,739
2e-08,2.16e-06,753
2e-08,2.17e-06,787
2e-08,2.19e-06,788
2e-08,2.2e-06,819
2e-08,2.23e-06,834
2e-08,2.28e-06,860
1e-08,2.3e-06,864
2e-08,2.33e-06,919
2e-08,2.38e-06,913
2e-08,2.41e-06,957
2e-08,2.42e-06,955
2e-08,2.44e-06,1009
2e-08,2.47e-06,1002
2e-08,2.91e-06,1074
2e-08,2.55e-06,1059
2e-08,2.56e-06,1124
2e-08,2.62e-06,1118
2e-08,2.61e-06,1175
1.3e-07,3.37e-06,1169
2e-08,3.51e-06,1226
2e-08,2.75e-06,1214
2e-08,2.78e-06,1275
2e-08,2.75e-06,1261
2e-08,2.79e-06,1331
2e-08,2.84e-06,1304
2e-08,2.87e-06,1377
2e-08,2.88e-06,1338
2e-08,2.91e-06,1427
2e-08,2.95e-06,1396
2e-08,2.96e-06,1481
2e-08,3.01e-06,1450
2e-08,3.03e-06,1524
2e-08,3.06e-06,1510
2e-08,3.23e-06,1575
2e-08,3.37e-06,1557
3e-08,5.74e-06,1652
4e-08,4.17e-06,1611
4e-08,4.87e-06,1701
4e-08,3.69e-06,1684
4e-08,3.32e-06,1790
3e-08,3.29e-06,1751
2e-08,3.71e-06,1841
3e-08,3.41e-06,1823
3e-08,3.42e-06,1916
5e-08,3.48e-06,1895
