4e-08,6e-08,0
3e-08,3e-08,3
3e-08,5e-08,0
2e-08,7e-08,4
2e-08,9e-08,6
1e-08,1e-07,8
1e-08,1.2e-07,12
1e-08,1.4e-07,10
1e-08,1.6e-07,19
1e-08,1.8e-07,16
2e-08,2e-07,35
1e-08,2.2e-07,28
1e-08,2.3e-07,48
1e-08,2.5e-07,36
1e-08,2.7e-07,61
1e-08,2.9e-07,50
1e-08,3.1e-07,70
1e-08,3.3e-07,59
1e-08,3.5e-07,88
1e-08,3.7e-07,78
1e-08,3.9e-07,104
1e-08,4e-07,100
2e-08,4.2e-07,128
2e-08,4.4e-07,125
2e-08,4.6e-07,159
1e-08,4.8e-07,147
2e-08,5e-07,191
2e-08,5.2e-07,176
1e-08,5.4e-07,216
2e-08,7.7e-07,193
2e-08,5.8e-07,253
2e-08,6e-07,219
1e-08,6.5e-07,279
1e-08,6.4e-07,240
2e-08,6.6e-07,307
2e-08,6.8e-07,277
2e-08,7e-07,330
2e-08,7.3e-07,304
2e-08,7.4e-07,380
2e-08,7.6e-07,331
2e-08,7.8e-07,426
2e-08,8.1e-07,374
2e-08,8.2e-07,460
2e-08,8.4e-07,416
2e-08,8.7e-07,509
2e-08,9e-07,459
2e-08,9.1e-07,532
2e-08,9.3e-07,487
2e-08,9.5e-07,570
2e-08,9.7e-07,518
2e-08,9.9e-07,607
2e-08,1.02e-06,571
2e-08,1.04e-06,640
2e-08,1.07e-06,603
2e-08,1.08e-06,687
2e-08,1.11e-06,638
2e-08,1.12e-06,737
2e-08,1.14e-06,687
2e-08,1.17e-06,777
2e-08,1.18e-06,729
2e-08,1.21e-06,807
2e-08,1.23e-06,785
2e-08,1.25e-06,858
2e-08,1.28e-06,842
2e-08,1.29e-06,897
2e-08,1.32e-06,876
2e-08,1.34e-06,942
2e-08,1.35e-06,911
2e-08,1.38e-06,976
2e-08,1.41e-06,941
2e-08,1.44e-06,1010
2e-08,1.44e-06,985
2e-08,1.47e-06,1057
2e-08,1.48e-06,1021
2e-08,1.51e-06,1100
2e-08,1.55e-06,1044
2e-08,1.56e-06,1137
2e-08,1.59e-06,1066
2e-08,1.6e-06,1179
2e-08,1.61e-06,1114
2e-08,1.66e-06,1219
2e-08,1.67e-06,1165
2e-08,1.9e-06,1265
3e-08,1.87e-06,1218
2e-08,1.89e-06,1308
2e-08,1.89e-06,1258
2e-08,2.02e-06,1356
2e-08,1.8e-06,1299
2e-08,1.83e-06,1394
2e-08,1.85e-06,1331
2e-08,1.85e-06,1442
2e-08,1.89e-06,1377
2e-08,1.91e-06,1496
2e-08,1.93e-06,1413
2e-08,1.97e-06,1544
1e-08,1.96e-06,1436
2e-08,2e-06,1589
2e-08,2.01e-06,1476
2e-08,2.04e-06,1613
2e-08,2.06e-06,1523
2e-08,2.08e-06,1655
2e-08,2.1e-06,1571
2e-08,2.13e-06,1696
2e-08,2.47e-06,1619
2e-08,2.35e-06,1737
2e-08,3.27e-06,1665
4e-08,4.98e-06,1765
3e-08,2.44e-06,1704
2e-08,2.45e-06,1784
2e-08,2.46e-06,1739
2e-08,2.49e-06,1822
2e-08,2.52e-06,1784
3e-08,2.53e-06,1870
2e-08,2.54e-06,1825
3e-08,2.58e-06,1905
2e-08,2.61e-06,1863
2e-08,2.64e-06,1936
2e-08,2.89e-06,1896
3e-08,2.72e-06,1984
2e-08,2.76e-06,1923
2e-08,2.81e-06,2009
3e-08,2.85e-06,1961
3e-08,5.27e-06,2053
5e-08,4.52e-06,2001
2e-08,3.61e-06,2084
2e-08,2.65e-06,2034
2e-08,2.64e-06,2126
3e-08,2.67e-06,2089
2e-08,2.7e-06,2175
2e-08,2.7e-06,2140
2e-08,2.73e-06,2231
2e-08,2.74e-06,2181
2e-08,2.79e-06,2267
2e-08,2.77e-06,2214
2e-08,2.82e-06,2318
2e-08,2.84e-06,2253
2e-08,2.87e-06,2365
2e-08,2.88e-06,2302
2e-08,2.93e-06,2404
2e-08,2.93e-06,2343
2e-08,2.94e-06,2430
2e-08,3.04e-06,2370
2e-08,2.99e-06,2457
2e-08,3.05e-06,2411
2e-08,3.06e-06,2492
2e-08,3.23e-06,2442
2e-08,3.29e-06,2520
2e-08,3.11e-06,2472
2e-08,3.15e-06,2555
2e-08,3.15e-06,2500
2e-08,3.2e-06,2595
2e-08,3.2e-06,2555
1e-08,6.93e-06,2622
5e-08,7.29e-06,2600
3e-08,6.12e-06,2664
4e-08,4.87e-06,2633
3e-08,3.34e-06,2704
2e-08,3.35e-06,2668
2e-08,3.76e-06,2758
2e-08,3.4e-06,2700
2e-08,3.4e-06,2812
2e-08,3.43e-06,2738
2e-08,3.44e-06,2845
2e-08,3.48e-06,2773
2e-08,3.48e-06,2886
2e-08,3.53e-06,2833
2e-08,3.56e-06,2935
3e-08,3.57e-06,2895
3e-08,3.6e-06,2995
2e-08,3.63e-06,2935
2e-08,3.63e-06,3037
2e-08,3.67e-06,2991
2e-08,3.7e-06,3072
2e-08,3.72e-06,3045
2e-08,3.75e-06,3124
3e-08,3.77e-06,3110
3e-08,3.79e-06,3193
